,comment,date
511,"Photo by 영화평론인가 고담 on April 21, 2020. 이미지: 사람 2명, 문구: '야귀 액션 블록버스터'.","April 21, 2020"
512,장동건sᴜɪᴛs!ᴄᴏᴏʟ ᴍᴀɴ😍#jangdonggun #장동건 #suits  bgm：《處處吻》ㅋㅋㅋㅋ,
513,"Photo by 홍콩 스쿨 on August 18, 2020. 이미지: 서 있는 사람들.","August 18, 2020"
514,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 07, 2020 tagging @tae_won_seok. 이미지: 사람 1명.","May 07, 2020"
515,"Miss You.. Always healthy please ❤
.
.
.
.
.

#kimjiwonactress  #kjw #김지원 #KimJiWon #geewonii #金智媛 #キムジウォン #태양의후예 #쌈마이웨이 #dots #decendantsofthesun #fightformyway #ffmw  #아스달연대기 #상속자들 #koreandrama #theheirs #dramakorea #drakorindo #미스터션샤인 #mrsunshine #송중기 #장동건 #박서준 #gapdong @geewonii #asadalchronicles #ArthdalChronicles #TheChroniclesOfAseudal #koreandrama #dramakorea #ActressKimJiWon #Detektivek3",
516,"Photo shared by Y O O N  J I N I on August 25, 2017 tagging @yjyoonjin, and @yoonjini_fanpage. 이미지: 사람 3명, 결혼식.","August 25, 2017"
517,"Photo by 리니퍼퓸(인천점)=위퍼퓸(we perfume) on March 02, 2020. 사진 설명이 없습니다..","March 02, 2020"
518,"Photo by 두공쥬님맘💗별뚱맘(KOREA 🇰🇷)👨‍👩‍👧‍👧💓🐩🐩 on February 26, 2020. 이미지: 사람 3명.","February 26, 2020"
519,"Photo by Mang go on September 02, 2020. 이미지: 고양이.","September 02, 2020"
520,".
#장동건 #박채림 #이브의모든것 
#張東健 #朴蔡琳
 #allabouteve #allaboutevekdrama #jangdonggun #chaerim #mbckorea #korea #kdrama #koreandrama #kdramascenes #happy #couple#together #drakor #drakorindo #bias #mbcdrama#mbc #viral",
521,"Photo by allabouteve.kdrama on September 12, 2020. 이미지: 사람 1명, 앉기, 문구: 'N N GIORDANO'.","September 12, 2020"
522,"Photo by 🌸라꿍🌸 on February 08, 2020. 이미지: 커피잔, 음료.","February 08, 2020"
523,"#장동건 #박채림 #이브의모든것 
#張東健 #朴蔡琳
 #allabouteve #allaboutevekdrama #jangdonggun #chaerim #mbckorea #korea #kdrama #koreandrama #kdramascenes #happy #couple#together #drakor #drakorindo #bias #mbcdrama#mbc #viral",
524,"Photo shared by 横ももサブ on April 18, 2020 tagging @phs1116. 이미지: 사람 2명.","April 18, 2020"
525,"Taegukgi: The Brotherhood of War/태극기 휘날리며 (2004) Directed by Kang Je-gyu.

Jin-tae (Jang Dong-gun) is soon to be married to his fiancee (Lee Eun-ju) and works hard to make a living for his family on Jongno Street in Seoul. Despite his hard life, he is always positive. Jin-tae's brother, Jin-seok (Won-bin), though weak with a heart condition, does what he can for his family and is about to take his college entrance exam. One day in June the brothers are with their family going about their daily lives when it is announced that war has broken out on the Korean peninsula. When Jin-tae finds out that his brother as been drafted and taken aboard a military train, he goes after him. A fight between Jin-tae and the military breaks out after he tries to rescue his brother and he too gets drafted. What follows is a determined Jin-tae, risking his life on the front line, to the extreme, in order to win the favour of his commanders so that in return they may send his brother home. However, the more brutal Jin-tae becomes to do what he deems necessary to help his brother, the more his brother starts to hate him, for what he has become. Things take a turn for the worse for Jin-tae, when the country he has so valiently fought for ends up betraying him. 
Influenced somewhat by 'Saving Private Ryan'  Taegukgi tells a story of two brothers caught in a war. However, I think Taegukgi is a much better film. With a really good story and some great acting It definitely deserves to be credited as one of the best Korean films ever made, and it is one of the best I have ever seen. Highly recommend.

#taegukgi #태극기 #택극기휘날리며 #kangjegyu #강제규 #장동건 #jangdonggun #wonbin #원빈 #이은주 #leeeunju #konghyunjin #공현진 #이영란 #koreanwar #한국전쟁 #KoreanFilm #KoreanCinema  #한국영화 #bluray #dvd #physicalmedia #AsianCinem #SouthKorea #Korea #warfilm #TaegukgiTheBrotherHoodofWar",
526,"Photo by @ggilggil_ on August 30, 2020. 이미지: 사람 4명.","August 30, 2020"
527,"Photo by an*movie on September 06, 2020. 이미지: 사람 1명, 서 있음, 텍스트.","September 06, 2020"
528,"Photo by @___w_kk_wn on July 04, 2020. 이미지: 실내.","July 04, 2020"
529,"Photo shared by 이지현 on June 30, 2020 tagging @i__luv__yul, @hcc_gig, and @bbovono. 이미지: 사람 1명, 근접 촬영.","June 30, 2020"
530,"Photo by 2018.11.23일생 순둥이도꾸(남) on June 25, 2020. 이미지: 개.","June 25, 2020"
531,"Photo by 벨라 on March 09, 2020. 이미지: 사람 1명, 서 있음.","March 09, 2020"
532,"Photo by 金田真紀 on May 20, 2020. 이미지: 사람 1명 이상, 텍스트.","May 20, 2020"
533,"21년동안 골프스윙 분석, 골프클럽 제작,수리,판매
하신 우리 아빠님 매장 오픈 #때돈벌게해주세요

#골프 #골프스윙 #골프클럽 #골프수리 #맞춤골프클럽
#골프스타그램 #골프레슨 #골프용품 #부개역 #우리아빠 
#장동건",
534,"Photo by 디팝 on July 29, 2020. 이미지: 텍스트.","July 29, 2020"
535,"Photo by ✩ Kim Ji Won Fanstagram | 🇻🇳 on February 12, 2020. 이미지: 사람 6명, 텍스트.","February 12, 2020"
536,"Photo by 📣Before Account Songsong0723 on February 14, 2020. 이미지: 사람 1명.","February 14, 2020"
537,"📽️ V. I. P
🎬Просмотр:	2 часа 08 мин.
Год:	2017
Страна:	Южная Корея
В ролях:	
Ким Мён Мин,  Ли Чон Сок,  Пак Сон Ун,  Пак Хи Сун,  Чан Дон Гон,  Чо У Джин,  Ю Джэ Мён
Сын высокопоставленного чиновника Северной Кореи Кван Иль — VIP, вместе со своими друзьями на протяжении многих лет безнаказанно совершает зверски убийства. Офицер службы расследований после попытки поймать преступников был отстранен от дела. Шли годы, а преступления продолжались уже в других странах и дошли до Южной Кореи, но здесь серийные убийства обрели массовый масштаб и информация о них просочилась в прессу. К делу привлекли другого следователя в прошлом отстраненного от его расследования. Тем временем Кван Иль чувствует себя вольготно, ведь он обладает ценной информацией из-за которой ему спускают все с рук.

Фильм содержит откровенные сцены насилия.
#VIP #ЛиЧонСок #LeeJongSuk #이종석 #ЧанДонГон #JangDongGun #장동건 #ЧоУДжин #JoWooJin #조우진 #JoShinJe #조신제 #ПакСонУн #ParkSungWoong #박성웅 #ЮДжэМён #YooJaeMyung #유재명 #КимМёнМин #KimMyungMin #김명민",
538,"Photo by 📣Before Account Songsong0723 on February 22, 2020. 이미지: 사람 1명, 앉기, 신발.","February 22, 2020"
539,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on August 04, 2020 tagging @netflixkr, @geewonii, and @tvndrama.official. 이미지: 사람 4명, 텍스트.","August 04, 2020"
540,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on March 12, 2020 tagging @geewonii. 이미지: 사람 1명.","March 12, 2020"
541,"Photo by @ah_mollang on September 03, 2020. 이미지: 개, 실외.","September 03, 2020"
542,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 20, 2020 tagging @pleoent. 이미지: 사람 1명, 서 있음.","May 20, 2020"
543,"一百種告白方法/第10種
미안하단 말은 오늘까지말 할게요
앞으론 사랑한다는 말만 하려구요
사랑한다

對不起的話就說到今天
今後只會跟你說我愛你

남자가 ""사랑해"" 라고 말했으면 
죽어도 하지 말아야 하는 말이 무엇인지 아세요?
""미안해""
그 쉬운걸 남자들은 잘 모르더라구요

#신사의품격#紳士的品格#張東健#장동건#金荷娜#김하늘#韓劇 #drama #koreadrama #고백법 #一百種告白方法",
544,"Photo by kiru+movie+ost on September 07, 2020. 이미지: 사람 1명, 문구: '해 안 복스 Vin Films 김기덕 aMusic by 장영규 for 복숭아 Presents 해·안·선 Original Sound Track'.","September 07, 2020"
545,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on April 15, 2020 tagging @kimokvin, @tvn_joy, @geewonii, and @tvndrama.official. 이미지: 사람 12명, 어린이, 근접 촬영, 문구: 'CHILD TEEN 일(토 F 1일 [토 tv 일 9시 ADULT T'.","April 15, 2020"
546,"Photo by 8-O on May 30, 2020. 이미지: 사람 1명.","May 30, 2020"
547,"Photo by allabouteve.kdrama on July 05, 2020. 이미지: 사람 1명, 문구: 'Episode 16'.","July 05, 2020"
548,"Photo by 서울타투/홍대타투/블랙앤그레이 on May 14, 2020. 이미지: 사람 1명.","May 14, 2020"
549,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on May 25, 2020 tagging @salt_ent, and @geewonii. 이미지: 사람 1명 이상, 근접 촬영.","May 25, 2020"
550,".
阿斯達年代記裡頭
失散的伊格特貝內擘
（雙胞胎兄弟）
在第二季裡頭即將面對面！ ————————————-
#阿斯達年代記 #內安脱 #아스달연대기 #아스달연대기촬영지 #arthdalChronicles #張東健 #宋仲基 #金智媛 #金玉彬 #manga  #漫畫  #教學 #漫画 #mangaart #한국드라마 #장동건  #송중기 #김지원 #김옥빈 #박해준 #漫畫 #電影 #영화 #tv시리즈 #인기 #배우 #코믹 #디자인 #잘먹었습니다",
551,"Photo by ARTHDAL CHRONICLES 아스달연대기 on May 18, 2020. 이미지: 사람 2명, 서 있는 사람들.","May 18, 2020"
552,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on May 22, 2020 tagging @salt_ent, and @geewonii. 이미지: 사람 1명.","May 22, 2020"
553,"Photo by Ye-Ssul on April 08, 2020. 이미지: 사람 1명, 셀카, 근접 촬영, 실외.","April 08, 2020"
554,"Photo by 배기성강사 in 코지모임공간. 이미지: 사람 13명, 서 있는 사람들, 실내.",
555,"Photo by 💖💫💎🦄🌼🌿🌠🎈🧜‍♀️🤹 on June 25, 2020. 이미지: 사람 1명, 실외.","June 25, 2020"
556,"~ Arthdal Chronicles FMV
The first man to touch me...
YouTube link: https://youtu.be/9i-P5qyPfps",
557,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 18, 2020 tagging @salt_ent, @netflixkr, @geewonii, @tvndrama.official, and @historydnc. 이미지: 사람 2명, 근접 촬영.","May 18, 2020"
558,"~ 📣 New trailer of Song Joong Ki, “Space Sweepers” (승리호) Movie 😍",
559,☁️🍀,
560,"Oke, Negara api mulai menyerang 😂😂
.
.
.
#장동건 #박채림 #이브의모든것 
#張東健 #朴蔡琳
 #allabouteve #allaboutevekdrama #jangdonggun #chaerim #mbckorea #korea #kdrama #koreandrama #kdramascenes #happy #couple#together #drakor #drakorindo #bias #mbcdrama#mbc #viral",
561,"See you next season 2 of Arthdal Chronicles 😉
THANK YOU @txt_bighit TEAM",
562,"Photo by 吳..! on May 04, 2020. 이미지: 사람 1명 이상, 텍스트.","May 04, 2020"
563,"Photo by H Y U N  B I N 🪂 愛 的 迫 降 on April 10, 2020. 이미지: 사람 1명.","April 10, 2020"
564,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on July 17, 2020 tagging @geewonii, and @historydnc. 이미지: 사람 2명, 문구: 'EUNSEOM SAYA SEASON 1 SEASON 2'.","July 17, 2020"
565,"Photo by ❤ 你来了一下子 却改变了我一辈子。 on April 11, 2020. 이미지: 사람 2명.","April 11, 2020"
566,"Photo by @ah_mollang on June 20, 2020. 이미지: 개, 실외.","June 20, 2020"
567,"Photo by 송중기 || 宋种基 on July 27, 2020. 이미지: 사람 1명 이상.","July 27, 2020"
568,"Photo by ARTHDAL CHRONICLES 아스달연대기 on June 06, 2020. 이미지: 사람 1명.","June 06, 2020"
569,"Photo shared by ARTHDAL CHRONICLES INDONESIA on June 23, 2020 tagging @arthdalchronicles, @geewonii, and @arthdalchroniclesofficial. 이미지: 사람 2명, 문구: '#ALIVE 롯데시너 월드타워관7 7층 씨네파크 Q0 좋아요20,624개 영화 <#살아있다> 방탈출 미션 #살아있다 #살아있다. 방탈출미션 #유아인 #박신혜 #0624 #대개봉 #꼭_살아남아야한다 #꼭'.","June 23, 2020"
570,"¦ 𝑶𝑺𝑻 𝑵𝒆𝒘 𝑫𝒐𝒓𝒂𝒎𝒂𝒔 ¦
.
🎧Song: The Poem of Destiny
🎤Artist: #Ailee
📺Kdrama: Arthdal Chronicles
🗓️Año: 2019
💿Part: 1
🌈IG: @aileeonline
.
.
.
.
.
.
.
.
.
.
.
#아스달연대기 #ArthdalChronicles #운명의 #송중기 #SongJoongKi #장동건 #JangDongGun #김지원 #KimJiWon #김옥빈 #KimOkBin #오스트 #한국인 #한국어  #Ostkdrama #Newdoramas #ost #koreandrama #koreanost #soundtrack #koreandramaost #kdramasost #ostdramakorea #drakor #ostdrakor #originalsoundtrack #koreansong #ArthdalChroniclesost #ostArthdalChronicles",
571,"Photo by 📣Before Account Songsong0723 on July 25, 2020. 이미지: 사람 1명, 웃고 있음, 어린이, 근접 촬영, 실내.","July 25, 2020"
572,"Photo by 한강예술6지부장 on May 08, 2020. 이미지: 사람 1명, 서 있음, 텍스트.","May 08, 2020"
573,"#응답하라2002#0714#연애시절#데이트
#대구시내#동성로#나지트#MSHOCK
#녹음실#스튜디오#아지트#그때#그시절
#KTF#NA#나#한일월드컵#불타는사랑
#과수원최씨#흥일씨#보고싶네
#좋은#추억은#언제나#아름답다
#올해결혼18년차#요즘다시연애질중
#장동건#너에게로가는길#우리들의천국OST

가사.

사랑해 너의 전부를 그 환한 웃음부터 
소중한 것이 떠날수록 깊어져가는 눈까지 
잊지마 세상 모두가 니 꿈을 비웃어도 
언젠가 웃는 것은 너라는 걸 
가끔씩 내가 흔들리면 너의 길을 나에게 보여줘 
가까이 서로 지켜 볼 수 있게 
너는 아직 모를 꺼야 너하나로 빛나는 하루를 
많은 길이 세상엔 있다지만 
나는 택한 거야 너에게로 가는 길을 
잊지마 세상 모두가 니 꿈을 비웃어도 
언젠가 웃는 것은 너라는 걸 
가끔씩 내가 흔들리면 너의 길을 나에게 보여줘 
가까이 서로 지켜 볼 수 있게 
너는 아직 모를 꺼야 너하나로 빛나는 하루를 
많은 길이 세상엔 있다지만 
나는 택한 거야 너에게로 가는 길을 
너는 아직 모를 꺼야 너하나로 빛나는 하루를 
많은 길이 세상엔 있다지만 
나는 택한 거야 너에게로 가는 길을",
574,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 14, 2020 tagging @netflix, @parkjin_91, @tvn_joy, @netflixkr, @geewonii, and @tvndrama.official. 이미지: ‎사람 5명, ‎문구: '‎הH: IG ARTHDALCHRONICLES TVN‎'‎‎.","March 14, 2020"
